Target,Prime,Tick(s),RT,LD,SD,LD+SD,LD*SD,Target_Length,Prime_Length,Target_Frequency,Prime_Frequency
pinna,pinnacolo,4,orthog,539.447,0.000486477123826,0.616576118538,0.617062595661,0.000299950176766,5,9,117,25
pista,pistola,4,orthog,527.6178,0.00265630283395,0.766103319122,0.768759621956,0.00203500241768,5,7,3972,17382
premio,premura,4,orthog,616.7649,0.00338917186002,0.850723074892,0.854112246752,0.00288324670609,6,7,3335,133
prode,prodigio,4,orthog,706.4901,0.00329784440708,0.634827544218,0.638125388625,0.00209356246616,5,8,94,315
raggio,raggiro,4,orthog,601.4847,9.26483406388e-05,0.692786457072,0.692879105412,6.41855156647e-05,6,7,2430,52
rame,rampa,4,orthog,519.0073,0.0117647058824,0.788910684585,0.800675390467,0.00928130217159,4,5,453,384
rapa,rapace,4,orthog,614.02115,0.00185494502134,0.675390422714,0.677245367735,0.00125281210207,4,6,222,41
remo,remoto,4,orthog,577.9557,0.00146735222109,0.802368459183,0.803835811404,0.00117735714072,4,6,18,303
resto,restauro,4,orthog,623.4267,0.00295423566906,0.839428487712,0.842382723381,0.00247986958003,5,8,17417,170
riva,rivale,4,orthog,638.3494,0.00183318210983,0.787611789298,0.789444971408,0.00144383584163,4,6,898,449
sacca,saccarosio,4,orthog,591.3077,0.000470510355491,0.693175668773,0.693646179128,0.000326146330332,5,10,597,10
salame,salamandra,4,orthog,586.70565,0.000492354397125,0.676798223199,0.677290577596,0.000333224581158,6,10,308,40
sala,salasso,4,orthog,561.6161,9.29929792312e-05,0.773120321527,0.773213314506,7.18947620029e-05,4,7,8731,35
samba,sambuca,4,orthog,725.5696,0.00183318210983,0.810129632577,0.811962814687,0.00148511514908,5,7,85,32
scalo,scalogno,4,orthog,638.51105,0.000457896447836,0.660784890543,0.661242786991,0.000302571054163,5,8,154,23
scampo,scampolo,4,orthog,630.0503,9.15625144985e-05,0.437189180407,0.437280742922,4.00301406696e-05,6,8,459,10
sole,solido,4,orthog,564.1757,0.0132147951361,0.783166360903,0.796381156039,0.0103493830168,4,6,9987,534
spia,spiaggia,4,orthog,608.2292,0.00146735222109,0.85493458551,0.856401937731,0.00125449016294,4,8,3583,3848
spina,spinaci,4,orthog,559.1099,0.000366367478865,0.604922679965,0.605289047443,0.000221623997167,5,7,1374,175
tappo,tappeto,4,orthog,532.41745,0.00231803001825,0.679163520628,0.681481550646,0.00157432142811,5,7,466,1975
tartaro,tartaruga,4,orthog,771.1754,0.000209219340705,0.705504695339,0.70571391468,0.000147605227223,7,9,2,716
torto,tortura,4,orthog,627.0555,0.00157736122316,0.679398762631,0.680976123854,0.00107165726324,5,7,1924,1115
trama,tramonto,4,orthog,575.7549,0.00183318210983,0.87762140924,0.87945459135,0.00160883986662,5,8,421,1232
verga,vergogna,4,orthog,696.7266,0.00268022162093,0.730673805317,0.733354026938,0.00195836773086,5,8,78,2628
vitto,vittima,4,orthog,699.5738,0.00194879746136,0.836478198931,0.838426996393,0.00163012659056,5,7,152,10056
acero,acerbo,5,orthog,655.2655,0.00183210594297,0.772854235087,0.77468634103,0.00141595083715,5,6,189,18
ape,apice,5,orthog,558.61065,0.0428099355725,0.824765478074,0.867575413646,0.0353081569788,3,5,443,298
banda,bandolo,5,orthog,593.5062,0.00183318210983,0.670852986146,0.672686168256,0.00122979569253,5,7,3238,6
bar,baracca,5,orthog,581.29215,0.00148478181374,0.735822799426,0.73730758124,0.00109253631072,3,7,8719,733
baratto,barattolo,5,orthog,592.51995,2.31773881431e-05,0.370572514336,0.370595691724,8.58890299991e-06,7,9,92,663
barba,barbiturico,5,orthog,573.8429,0.00194922744277,0.797601114651,0.799550342094,0.00155470598106,5,11,1832,17
baro,barocco,5,orthog,718.43795,0.00146735222109,0.761580733996,0.763048086217,0.00111750718157,4,7,161,24
barra,barracuda,5,orthog,550.18025,0.000487923912921,0.88175369689,0.882241620803,0.000430228714019,5,9,379,58
bomba,bombola,5,orthog,529.9878,0.00120619984042,0.468392009741,0.469598209582,0.000564974367404,5,7,6463,240
calco,calcolo,5,orthog,742.83245,0.0,0.692841670778,0.692841670778,0.0,5,7,97,434
cambio,cambusa,5,orthog,579.4917,0.003663003663,0.764509651626,0.768172655289,0.00280040165431,6,7,6385,64
canna,cannibale,5,orthog,497.0705,0.00188384668758,0.845069547412,0.8469533941,0.00159198146767,5,9,1186,128
capra,capriola,5,orthog,579.6096,0.00192457677356,0.664708605688,0.666633182462,0.00127928274369,5,8,916,61
carne,carnevale,5,orthog,546.617,0.000389252078356,0.684322133718,0.684711385797,0.000266373812815,5,9,6665,299
caro,carota,5,orthog,551.9598,0.00146735222109,0.845427602149,0.84689495437,0.00124054006979,4,6,10169,311
casta,castagna,5,orthog,620.2854,0.000459242274507,0.768755496499,0.769214738773,0.000353045022751,5,8,107,32
circo,circuito,5,orthog,587.62425,0.00271203057505,0.673749584834,0.676461615409,0.001827229474,5,8,1405,942
cocco,coccodrillo,5,orthog,552.39525,0.000518395448562,0.65143802546,0.651956420908,0.000337702507419,5,11,667,361
coda,codardo,5,orthog,562.55475,0.00146735222109,0.756275979477,0.757743331698,0.00110972323825,4,7,2234,1349
conca,conchiglia,5,orthog,639.1663,0.00336115039277,0.640965146946,0.644326297339,0.00215438025541,5,10,11,186
corda,cordoglio,5,orthog,514.3613,0.00194883246454,0.817766930864,0.819715763328,0.0015936907433,5,9,2454,69
corno,cornice,5,orthog,523.9667,0.00155884740136,0.777380921552,0.778939768953,0.00121181822943,5,7,620,226
corte,corteccia,5,orthog,539.325,2.86369663201e-05,0.856676078316,0.856704715283,2.45326040019e-05,5,9,4793,279
costo,costume,5,orthog,601.6192,0.00192457677356,0.857734948735,0.859659525508,0.00165077676021,5,7,1797,2350
dama,damigiana,5,orthog,559.07885,0.00738119289431,0.702291301088,0.709672493982,0.00518374756132,4,9,503,13
ditta,dittongo,5,orthog,589.1616,0.0034293118348,0.837709088374,0.841138400209,0.00287276569088,5,8,934,4
faccia,faccenda,5,orthog,504.199,0.0034293118348,0.582702677469,0.586131989303,0.00199826918801,6,8,44413,4887
fame,famiglia,5,orthog,569.7576,0.0135763211438,0.867888859634,0.881465180778,0.0117827378755,4,8,9398,38730
faro,faringe,5,orthog,570.0558,0.0136666405762,0.816420717161,0.830087357737,0.0111577285004,4,7,788,16
feto,fetido,5,orthog,622.954,0.0106405363853,0.618314538211,0.628955074596,0.00657919834141,4,6,378,50
foro,foresta,5,orthog,552.72815,0.00781297874381,0.85045946156,0.858272440304,0.00664462169564,4,7,573,2453
fune,fungo,5,orthog,626.8849,0.0132147951361,0.788720666564,0.8019354617,0.0104227820283,4,5,362,349
gazza,gazzarra,5,orthog,623.893,0.00037181633559,0.483328273423,0.483700089759,0.000179709347511,5,8,72,3
germe,germoglio,5,orthog,577.1948,0.00158171726686,0.480993885773,0.48257560304,0.000760796334379,5,9,64,36
ghianda,ghiandola,5,orthog,541.4888,0.000114449213536,0.371894332576,0.37200878179,4.25630138819e-05,7,9,67,113
giove,giovenca,5,orthog,641.2856,0.000480774761932,0.56952710592,0.570007880682,0.000273814258762,5,8,1,26
lama,lamento,5,orthog,550.1403,0.00781297874381,0.841971457299,0.849784436043,0.00657830509877,4,7,1291,443
latte,lattuga,5,orthog,540.7044,0.00333697264645,0.503642964782,0.506979937428,0.00168064279705,5,7,4456,189
lava,lavagna,5,orthog,598.9299,0.00185494502134,0.809507580023,0.811362525044,0.0015015920553,4,7,723,378
lente,lenticchia,5,orthog,532.8815,0.00185746126617,0.66989251647,0.671749977737,0.00124429940184,5,10,376,4
lite,litio,5,orthog,697.1496,0.00737577846716,0.769453256454,0.776829034922,0.00567531676044,4,5,702,79
lume,lumaca,5,orthog,617.8697,0.0132147951361,0.736989985284,0.75020478042,0.00973917167291,4,6,197,222
maggio,maggioranza,5,orthog,621.6149,9.98854215376e-05,0.841642999457,0.841742884878,8.40678657849e-05,6,11,1150,599
mandria,mandrillo,5,orthog,707.84135,9.72843365936e-05,0.422681996983,0.422779281319,4.11203376665e-05,7,9,260,24
mano,maniaco,5,orthog,555.7575,0.0107486324276,0.767543780494,0.778292412921,0.00825004596859,4,7,31080,987
manto,mantide,5,orthog,599.4978,0.00338910496265,0.729293400857,0.732682505819,0.00247165188407,5,7,96,1
merce,mercurio,5,orthog,572.2626,0.00158171726686,0.830695210714,0.832276927981,0.00131392495828,5,8,1375,414
meta,metallo,5,orthog,547.8838,0.00155884740136,0.926139846174,0.927698693575,0.00144371069251,4,7,713,1363
mira,miracolo,5,orthog,569.477,0.00192457677356,0.926096781128,0.928021357901,0.00178234435503,4,8,1816,2969
moda,moderno,5,orthog,545.1111,0.0135763211438,0.744951521376,0.75852784252,0.0101137010908,4,7,2856,613
oblio,obliquo,5,orthog,658.5979,0.00183318210983,0.778973986963,0.780807169073,0.00142800117692,5,7,216,18
orco,orchestra,5,orthog,564.20565,0.00781865638128,0.864790505631,0.872609162013,0.00676149980533,4,9,313,624
organo,organza,5,orthog,530.236,0.000366367478865,0.401152314338,0.401518681817,0.000146969162045,6,7,522,10
pacco,pacchia,5,orthog,541.6148,0.00333697264645,0.482234911411,0.485571884057,0.00160920470854,5,7,1754,61
palo,palestra,5,orthog,545.58955,0.0136666405762,0.82080271307,0.834469353646,0.0112176156635,4,8,895,2294
palla,pallido,5,orthog,550.55005,0.00194742151711,0.771191445038,0.773138866555,0.00150183481388,5,7,6031,533
palma,palmares,5,orthog,589.89475,0.000482187782762,0.761970233834,0.762452421617,0.000367412737583,5,8,219,1
panno,pannocchia,5,orthog,548.86555,0.000399658279186,0.535250152001,0.53564981028,0.000213917154683,5,10,125,53
papa,papiro,5,orthog,615.6619,0.00810354858457,0.855504341486,0.863607890071,0.00693262099555,4,6,7,18
perno,pernice,5,orthog,609.87995,0.00329784440708,0.765360858646,0.768658703053,0.00252404102708,5,7,97,29
piano,pianeta,5,orthog,569.1284,0.00329784440708,0.721133252442,0.724431096849,0.00237818526332,5,7,30598,6586
pinna,pinnacolo,5,orthog,534.6436,0.000486477123826,0.616576118538,0.617062595661,0.000299950176766,5,9,117,25
pista,pistola,5,orthog,639.4899,0.00265630283395,0.766103319122,0.768759621956,0.00203500241768,5,7,3972,17382
premio,premura,5,orthog,604.5567,0.00338917186002,0.850723074892,0.854112246752,0.00288324670609,6,7,3335,133
prode,prodigio,5,orthog,678.4951,0.00329784440708,0.634827544218,0.638125388625,0.00209356246616,5,8,94,315
raggio,raggiro,5,orthog,584.0791,9.26483406388e-05,0.692786457072,0.692879105412,6.41855156647e-05,6,7,2430,52
rame,rampa,5,orthog,537.9076,0.0117647058824,0.788910684585,0.800675390467,0.00928130217159,4,5,453,384
rapa,rapace,5,orthog,672.3029,0.00185494502134,0.675390422714,0.677245367735,0.00125281210207,4,6,222,41
remo,remoto,5,orthog,536.5351,0.00146735222109,0.802368459183,0.803835811404,0.00117735714072,4,6,18,303
resto,restauro,5,orthog,621.44935,0.00295423566906,0.839428487712,0.842382723381,0.00247986958003,5,8,17417,170
riva,rivale,5,orthog,584.597,0.00183318210983,0.787611789298,0.789444971408,0.00144383584163,4,6,898,449
sacca,saccarosio,5,orthog,613.1132,0.000470510355491,0.693175668773,0.693646179128,0.000326146330332,5,10,597,10
salame,salamandra,5,orthog,594.7913,0.000492354397125,0.676798223199,0.677290577596,0.000333224581158,6,10,308,40
sala,salasso,5,orthog,532.6958,9.29929792312e-05,0.773120321527,0.773213314506,7.18947620029e-05,4,7,8731,35
samba,sambuca,5,orthog,630.1512,0.00183318210983,0.810129632577,0.811962814687,0.00148511514908,5,7,85,32
scalo,scalogno,5,orthog,611.3997,0.000457896447836,0.660784890543,0.661242786991,0.000302571054163,5,8,154,23
scampo,scampolo,5,orthog,675.563,9.15625144985e-05,0.437189180407,0.437280742922,4.00301406696e-05,6,8,459,10
sole,solido,5,orthog,566.50805,0.0132147951361,0.783166360903,0.796381156039,0.0103493830168,4,6,9987,534
spia,spiaggia,5,orthog,624.4403,0.00146735222109,0.85493458551,0.856401937731,0.00125449016294,4,8,3583,3848
spina,spinaci,5,orthog,584.9341,0.000366367478865,0.604922679965,0.605289047443,0.000221623997167,5,7,1374,175
tappo,tappeto,5,orthog,536.1331,0.00231803001825,0.679163520628,0.681481550646,0.00157432142811,5,7,466,1975
tartaro,tartaruga,5,orthog,674.7465,0.000209219340705,0.705504695339,0.70571391468,0.000147605227223,7,9,2,716
torto,tortura,5,orthog,592.9403,0.00157736122316,0.679398762631,0.680976123854,0.00107165726324,5,7,1924,1115
trama,tramonto,5,orthog,624.618,0.00183318210983,0.87762140924,0.87945459135,0.00160883986662,5,8,421,1232
verga,vergogna,5,orthog,818.7734,0.00268022162093,0.730673805317,0.733354026938,0.00195836773086,5,8,78,2628
vitto,vittima,5,orthog,707.02485,0.00194879746136,0.836478198931,0.838426996393,0.00163012659056,5,7,152,10056
acero,acerbo,6,orthog,751.5162,0.00183210594297,0.772854235087,0.77468634103,0.00141595083715,5,6,189,18
ape,apice,6,orthog,582.7729,0.0428099355725,0.824765478074,0.867575413646,0.0353081569788,3,5,443,298
banda,bandolo,6,orthog,531.1674,0.00183318210983,0.670852986146,0.672686168256,0.00122979569253,5,7,3238,6
bar,baracca,6,orthog,567.1733,0.00148478181374,0.735822799426,0.73730758124,0.00109253631072,3,7,8719,733
baratto,barattolo,6,orthog,594.1436,2.31773881433e-05,0.370572514336,0.370595691724,8.58890299999e-06,7,9,92,663
barba,barbiturico,6,orthog,539.3568,0.00194922744277,0.797601114651,0.799550342094,0.00155470598106,5,11,1832,17
baro,barocco,6,orthog,619.9303,0.00146735222109,0.761580733996,0.763048086217,0.00111750718157,4,7,161,24
barra,barracuda,6,orthog,592.6615,0.000487923912921,0.88175369689,0.882241620803,0.000430228714019,5,9,379,58
bomba,bombola,6,orthog,489.4924,0.00120619984042,0.468392009741,0.469598209582,0.000564974367404,5,7,6463,240
calco,calcolo,6,orthog,605.55365,0.0,0.692841670778,0.692841670778,0.0,5,7,97,434
cambio,cambusa,6,orthog,577.1296,0.003663003663,0.764509651626,0.768172655289,0.00280040165431,6,7,6385,64
canna,cannibale,6,orthog,571.1258,0.00188384668758,0.845069547412,0.8469533941,0.00159198146767,5,9,1186,128
capra,capriola,6,orthog,550.4994,0.00192457677356,0.664708605688,0.666633182462,0.00127928274369,5,8,916,61
carne,carnevale,6,orthog,526.83175,0.000389252078356,0.684322133718,0.684711385797,0.000266373812815,5,9,6665,299
caro,carota,6,orthog,639.2293,0.00146735222109,0.845427602149,0.84689495437,0.00124054006979,4,6,10169,311
casta,castagna,6,orthog,596.8209,0.000459242274507,0.768755496499,0.769214738773,0.000353045022751,5,8,107,32
circo,circuito,6,orthog,560.9308,0.00271203057505,0.673749584834,0.676461615409,0.001827229474,5,8,1405,942
cocco,coccodrillo,6,orthog,650.4651,0.000518395448562,0.65143802546,0.651956420908,0.000337702507419,5,11,667,361
coda,codardo,6,orthog,537.9586,0.00146735222109,0.756275979477,0.757743331698,0.00110972323825,4,7,2234,1349
conca,conchiglia,6,orthog,605.92675,0.00336115039277,0.640965146946,0.644326297339,0.00215438025541,5,10,11,186
corda,cordoglio,6,orthog,553.20945,0.00194883246454,0.817766930864,0.819715763328,0.0015936907433,5,9,2454,69
corno,cornice,6,orthog,523.4325,0.00155884740136,0.777380921552,0.778939768953,0.00121181822943,5,7,620,226
corte,corteccia,6,orthog,523.1558,2.86369663201e-05,0.856676078316,0.856704715283,2.45326040019e-05,5,9,4793,279
costo,costume,6,orthog,558.01325,0.00192457677356,0.857734948735,0.859659525508,0.00165077676021,5,7,1797,2350
dama,damigiana,6,orthog,545.1141,0.00738119289431,0.702291301088,0.709672493982,0.00518374756132,4,9,503,13
ditta,dittongo,6,orthog,535.9136,0.0034293118348,0.837709088374,0.841138400209,0.00287276569088,5,8,934,4
faccia,faccenda,6,orthog,544.2212,0.0034293118348,0.582702677469,0.586131989303,0.00199826918801,6,8,44413,4887
fame,famiglia,6,orthog,561.131,0.0135763211438,0.867888859634,0.881465180778,0.0117827378755,4,8,9398,38730
faro,faringe,6,orthog,553.20575,0.0136666405762,0.816420717161,0.830087357737,0.0111577285004,4,7,788,16
feto,fetido,6,orthog,586.45425,0.0106405363853,0.618314538211,0.628955074596,0.00657919834141,4,6,378,50
foro,foresta,6,orthog,588.2985,0.00781297874381,0.85045946156,0.858272440304,0.00664462169564,4,7,573,2453
fune,fungo,6,orthog,660.07665,0.0132147951361,0.788720666564,0.8019354617,0.0104227820283,4,5,362,349
gazza,gazzarra,6,orthog,575.4732,0.00037181633559,0.483328273423,0.483700089759,0.000179709347511,5,8,72,3
germe,germoglio,6,orthog,650.8709,0.00158171726686,0.480993885773,0.48257560304,0.000760796334379,5,9,64,36
ghianda,ghiandola,6,orthog,580.8047,0.000114449213536,0.371894332576,0.37200878179,4.25630138819e-05,7,9,67,113
giove,giovenca,6,orthog,643.911,0.000480774761932,0.56952710592,0.570007880682,0.000273814258762,5,8,1,26
lama,lamento,6,orthog,565.6435,0.00781297874381,0.841971457299,0.849784436043,0.00657830509877,4,7,1291,443
latte,lattuga,6,orthog,530.3772,0.00333697264645,0.503642964782,0.506979937428,0.00168064279705,5,7,4456,189
lava,lavagna,6,orthog,557.3987,0.00185494502134,0.809507580023,0.811362525044,0.0015015920553,4,7,723,378
lente,lenticchia,6,orthog,537.0046,0.00185746126617,0.66989251647,0.671749977737,0.00124429940184,5,10,376,4
lite,litio,6,orthog,594.7268,0.00737577846716,0.769453256454,0.776829034922,0.00567531676044,4,5,702,79
lume,lumaca,6,orthog,581.5242,0.0132147951361,0.736989985284,0.75020478042,0.00973917167291,4,6,197,222
maggio,maggioranza,6,orthog,620.3143,9.98854215377e-05,0.841642999457,0.841742884878,8.4067865785e-05,6,11,1150,599
mandria,mandrillo,6,orthog,665.9364,9.72843365936e-05,0.422681996983,0.422779281319,4.11203376665e-05,7,9,260,24
mano,maniaco,6,orthog,542.9464,0.0107486324276,0.767543780494,0.778292412921,0.00825004596859,4,7,31080,987
manto,mantide,6,orthog,565.5268,0.00338910496265,0.729293400857,0.732682505819,0.00247165188407,5,7,96,1
merce,mercurio,6,orthog,576.4822,0.00158171726686,0.830695210714,0.832276927981,0.00131392495828,5,8,1375,414
meta,metallo,6,orthog,654.90835,0.00155884740136,0.926139846174,0.927698693575,0.00144371069251,4,7,713,1363
mira,miracolo,6,orthog,600.4189,0.00192457677356,0.926096781128,0.928021357901,0.00178234435503,4,8,1816,2969
moda,moderno,6,orthog,506.30625,0.0135763211438,0.744951521376,0.75852784252,0.0101137010908,4,7,2856,613
oblio,obliquo,6,orthog,635.4675,0.00183318210983,0.778973986963,0.780807169073,0.00142800117692,5,7,216,18
orco,orchestra,6,orthog,517.4021,0.00781865638128,0.864790505631,0.872609162013,0.00676149980533,4,9,313,624
organo,organza,6,orthog,558.45775,0.000366367478865,0.401152314338,0.401518681817,0.000146969162045,6,7,522,10
pacco,pacchia,6,orthog,563.9099,0.00333697264645,0.482234911411,0.485571884057,0.00160920470854,5,7,1754,61
palo,palestra,6,orthog,578.7914,0.0136666405762,0.82080271307,0.834469353646,0.0112176156635,4,8,895,2294
palla,pallido,6,orthog,495.1867,0.00194742151711,0.771191445038,0.773138866555,0.00150183481388,5,7,6031,533
palma,palmares,6,orthog,583.8596,0.000482187782762,0.761970233834,0.762452421617,0.000367412737583,5,8,219,1
panno,pannocchia,6,orthog,577.4415,0.000399658279186,0.535250152001,0.53564981028,0.000213917154683,5,10,125,53
papa,papiro,6,orthog,587.562,0.00810354858457,0.855504341486,0.863607890071,0.00693262099555,4,6,7,18
perno,pernice,6,orthog,714.9464,0.00329784440708,0.765360858646,0.768658703053,0.00252404102708,5,7,97,29
piano,pianeta,6,orthog,544.4601,0.00329784440708,0.721133252442,0.724431096849,0.00237818526332,5,7,30598,6586
pinna,pinnacolo,6,orthog,569.0469,0.000486477123826,0.616576118538,0.617062595661,0.000299950176766,5,9,117,25
pista,pistola,6,orthog,587.00245,0.00265630283395,0.766103319122,0.768759621956,0.00203500241768,5,7,3972,17382
premio,premura,6,orthog,624.1927,0.00338917186002,0.850723074892,0.854112246752,0.00288324670609,6,7,3335,133
prode,prodigio,6,orthog,677.05045,0.00329784440708,0.634827544218,0.638125388625,0.00209356246616,5,8,94,315
raggio,raggiro,6,orthog,571.2649,9.26483406388e-05,0.692786457072,0.692879105412,6.41855156647e-05,6,7,2430,52
rame,rampa,6,orthog,542.27225,0.0117647058824,0.788910684585,0.800675390467,0.00928130217159,4,5,453,384
rapa,rapace,6,orthog,625.4651,0.00185494502134,0.675390422714,0.677245367735,0.00125281210207,4,6,222,41
remo,remoto,6,orthog,633.9769,0.00146735222109,0.802368459183,0.803835811404,0.00117735714072,4,6,18,303
resto,restauro,6,orthog,617.44795,0.00295423566906,0.839428487712,0.842382723381,0.00247986958003,5,8,17417,170
riva,rivale,6,orthog,557.1841,0.00183318210983,0.787611789298,0.789444971408,0.00144383584163,4,6,898,449
sacca,saccarosio,6,orthog,523.1547,0.000470510355491,0.693175668773,0.693646179128,0.000326146330332,5,10,597,10
salame,salamandra,6,orthog,620.0956,0.000492354397125,0.676798223199,0.677290577596,0.000333224581158,6,10,308,40
sala,salasso,6,orthog,534.0161,9.29929792312e-05,0.773120321527,0.773213314506,7.18947620029e-05,4,7,8731,35
samba,sambuca,6,orthog,682.13505,0.00183318210983,0.810129632577,0.811962814687,0.00148511514908,5,7,85,32
scalo,scalogno,6,orthog,623.2069,0.000457896447836,0.660784890543,0.661242786991,0.000302571054163,5,8,154,23
scampo,scampolo,6,orthog,684.5134,9.15625144985e-05,0.437189180407,0.437280742922,4.00301406696e-05,6,8,459,10
sole,solido,6,orthog,534.86125,0.0132147951361,0.783166360903,0.796381156039,0.0103493830168,4,6,9987,534
spia,spiaggia,6,orthog,616.5035,0.00146735222109,0.85493458551,0.856401937731,0.00125449016294,4,8,3583,3848
spina,spinaci,6,orthog,536.97075,0.000366367478865,0.604922679965,0.605289047443,0.000221623997167,5,7,1374,175
tappo,tappeto,6,orthog,620.86485,0.00231803001825,0.679163520628,0.681481550646,0.00157432142811,5,7,466,1975
tartaro,tartaruga,6,orthog,706.9999,0.000209219340705,0.705504695339,0.70571391468,0.000147605227223,7,9,2,716
torto,tortura,6,orthog,547.1236,0.00157736122316,0.679398762631,0.680976123854,0.00107165726324,5,7,1924,1115
trama,tramonto,6,orthog,556.839,0.00183318210983,0.87762140924,0.87945459135,0.00160883986662,5,8,421,1232
verga,vergogna,6,orthog,734.89175,0.00268022162093,0.730673805317,0.733354026938,0.00195836773086,5,8,78,2628
vitto,vittima,6,orthog,668.2101,0.00194879746136,0.836478198931,0.838426996393,0.00163012659056,5,7,152,10056
acero,acerbo,7,orthog,812.1551,0.00183210594297,0.772854235087,0.77468634103,0.00141595083715,5,6,189,18
ape,apice,7,orthog,549.4998,0.0428099355725,0.824765478074,0.867575413646,0.0353081569788,3,5,443,298
banda,bandolo,7,orthog,531.3924,0.00183318210983,0.670852986146,0.672686168256,0.00122979569253,5,7,3238,6
bar,baracca,7,orthog,499.4278,0.00148478181374,0.735822799426,0.73730758124,0.00109253631072,3,7,8719,733
baratto,barattolo,7,orthog,662.1555,2.31773881431e-05,0.370572514336,0.370595691724,8.58890299991e-06,7,9,92,663
barba,barbiturico,7,orthog,522.0081,0.00194922744277,0.797601114651,0.799550342094,0.00155470598106,5,11,1832,17
baro,barocco,7,orthog,685.4464,0.00146735222109,0.761580733996,0.763048086217,0.00111750718157,4,7,161,24
barra,barracuda,7,orthog,600.27645,0.000487923912921,0.88175369689,0.882241620803,0.000430228714019,5,9,379,58
bomba,bombola,7,orthog,533.3213,0.00120619984042,0.468392009741,0.469598209582,0.000564974367404,5,7,6463,240
calco,calcolo,7,orthog,700.9417,0.0,0.692841670778,0.692841670778,0.0,5,7,97,434
cambio,cambusa,7,orthog,621.41125,0.003663003663,0.764509651626,0.768172655289,0.00280040165431,6,7,6385,64
canna,cannibale,7,orthog,522.8592,0.00188384668758,0.845069547412,0.8469533941,0.00159198146767,5,9,1186,128
capra,capriola,7,orthog,598.95995,0.00192457677356,0.664708605688,0.666633182462,0.00127928274369,5,8,916,61
carne,carnevale,7,orthog,541.6577,0.000389252078356,0.684322133718,0.684711385797,0.000266373812815,5,9,6665,299
caro,carota,7,orthog,750.6734,0.00146735222109,0.845427602149,0.84689495437,0.00124054006979,4,6,10169,311
casta,castagna,7,orthog,566.7394,0.000459242274507,0.768755496499,0.769214738773,0.000353045022751,5,8,107,32
circo,circuito,7,orthog,553.1573,0.00271203057505,0.673749584834,0.676461615409,0.001827229474,5,8,1405,942
cocco,coccodrillo,7,orthog,546.5077,0.000518395448562,0.65143802546,0.651956420908,0.000337702507419,5,11,667,361
coda,codardo,7,orthog,516.80825,0.00146735222109,0.756275979477,0.757743331698,0.00110972323825,4,7,2234,1349
conca,conchiglia,7,orthog,708.2158,0.00336115039277,0.640965146946,0.644326297339,0.00215438025541,5,10,11,186
corda,cordoglio,7,orthog,510.7328,0.00194883246454,0.817766930864,0.819715763328,0.0015936907433,5,9,2454,69
corno,cornice,7,orthog,538.3234,0.00155884740136,0.777380921552,0.778939768953,0.00121181822943,5,7,620,226
corte,corteccia,7,orthog,505.5483,2.86369663201e-05,0.856676078316,0.856704715283,2.45326040019e-05,5,9,4793,279
costo,costume,7,orthog,519.2256,0.00192457677356,0.857734948735,0.859659525508,0.00165077676021,5,7,1797,2350
dama,damigiana,7,orthog,574.848,0.00738119289431,0.702291301088,0.709672493982,0.00518374756132,4,9,503,13
ditta,dittongo,7,orthog,535.61795,0.0034293118348,0.837709088374,0.841138400209,0.00287276569088,5,8,934,4
faccia,faccenda,7,orthog,539.337,0.0034293118348,0.582702677469,0.586131989303,0.00199826918801,6,8,44413,4887
fame,famiglia,7,orthog,579.6832,0.0135763211438,0.867888859634,0.881465180778,0.0117827378755,4,8,9398,38730
faro,faringe,7,orthog,557.3673,0.0136666405762,0.816420717161,0.830087357737,0.0111577285004,4,7,788,16
feto,fetido,7,orthog,606.2634,0.0106405363853,0.618314538211,0.628955074596,0.00657919834141,4,6,378,50
foro,foresta,7,orthog,544.9623,0.00781297874381,0.85045946156,0.858272440304,0.00664462169564,4,7,573,2453
fune,fungo,7,orthog,674.936,0.0132147951361,0.788720666564,0.8019354617,0.0104227820283,4,5,362,349
gazza,gazzarra,7,orthog,629.9286,0.00037181633559,0.483328273423,0.483700089759,0.000179709347511,5,8,72,3
germe,germoglio,7,orthog,633.9137,0.00158171726686,0.480993885773,0.48257560304,0.000760796334379,5,9,64,36
ghianda,ghiandola,7,orthog,593.24455,0.000114449213536,0.371894332576,0.37200878179,4.25630138819e-05,7,9,67,113
giove,giovenca,7,orthog,648.86105,0.000480774761932,0.56952710592,0.570007880682,0.000273814258762,5,8,1,26
lama,lamento,7,orthog,542.0673,0.00781297874381,0.841971457299,0.849784436043,0.00657830509877,4,7,1291,443
latte,lattuga,7,orthog,516.7251,0.00333697264645,0.503642964782,0.506979937428,0.00168064279705,5,7,4456,189
lava,lavagna,7,orthog,579.3311,0.00185494502134,0.809507580023,0.811362525044,0.0015015920553,4,7,723,378
lente,lenticchia,7,orthog,511.304,0.00185746126617,0.66989251647,0.671749977737,0.00124429940184,5,10,376,4
lite,litio,7,orthog,647.0281,0.00737577846716,0.769453256454,0.776829034922,0.00567531676044,4,5,702,79
lume,lumaca,7,orthog,604.3321,0.0132147951361,0.736989985284,0.75020478042,0.00973917167291,4,6,197,222
maggio,maggioranza,7,orthog,564.5446,9.98854215376e-05,0.841642999457,0.841742884878,8.40678657849e-05,6,11,1150,599
mandria,mandrillo,7,orthog,667.5861,9.72843365936e-05,0.422681996983,0.422779281319,4.11203376665e-05,7,9,260,24
