Target,Prime,Tick(s),RT,LD,SD,LD+SD,LD*SD,Target_Length,Prime_Length,Target_Frequency,Prime_Frequency
calco,calcolo,2,orthog,624.1658,0.0,0.692841670778,0.692841670778,0.0,5,7,97,434
cambio,cambusa,2,orthog,600.8539,0.003663003663,0.764509651626,0.768172655289,0.00280040165431,6,7,6385,64
canna,cannibale,2,orthog,577.3418,0.00188384668758,0.845069547412,0.8469533941,0.00159198146767,5,9,1186,128
capra,capriola,2,orthog,568.5816,0.00192457677356,0.664708605688,0.666633182462,0.00127928274369,5,8,916,61
carne,carnevale,2,orthog,538.4068,0.000389252078356,0.684322133718,0.684711385797,0.000266373812815,5,9,6665,299
caro,carota,2,orthog,628.0207,0.00146735222109,0.845427602149,0.84689495437,0.00124054006979,4,6,10169,311
casta,castagna,2,orthog,605.1928,0.000459242274507,0.768755496499,0.769214738773,0.000353045022751,5,8,107,32
circo,circuito,2,orthog,612.22995,0.00271203057505,0.673749584834,0.676461615409,0.001827229474,5,8,1405,942
cocco,coccodrillo,2,orthog,626.2299,0.000518395448562,0.65143802546,0.651956420908,0.000337702507419,5,11,667,361
coda,codardo,2,orthog,563.3299,0.00146735222109,0.756275979477,0.757743331698,0.00110972323825,4,7,2234,1349
conca,conchiglia,2,orthog,775.3066,0.00336115039277,0.640965146946,0.644326297339,0.00215438025541,5,10,11,186
corda,cordoglio,2,orthog,549.8599,0.00194883246454,0.817766930864,0.819715763328,0.0015936907433,5,9,2454,69
corno,cornice,2,orthog,577.5175,0.00155884740136,0.777380921552,0.778939768953,0.00121181822943,5,7,620,226
corte,corteccia,2,orthog,554.30645,2.86369663201e-05,0.856676078316,0.856704715283,2.45326040019e-05,5,9,4793,279
costo,costume,2,orthog,579.6319,0.00192457677356,0.857734948735,0.859659525508,0.00165077676021,5,7,1797,2350
dama,damigiana,2,orthog,555.4907,0.00738119289431,0.702291301088,0.709672493982,0.00518374756132,4,9,503,13
ditta,dittongo,2,orthog,533.6206,0.0034293118348,0.837709088374,0.841138400209,0.00287276569088,5,8,934,4
faccia,faccenda,2,orthog,527.6864,0.0034293118348,0.582702677469,0.586131989303,0.00199826918801,6,8,44413,4887
fame,famiglia,2,orthog,575.9138,0.0135763211438,0.867888859634,0.881465180778,0.0117827378755,4,8,9398,38730
faro,faringe,2,orthog,531.82075,0.0136666405762,0.816420717161,0.830087357737,0.0111577285004,4,7,788,16
feto,fetido,2,orthog,638.6355,0.0106405363853,0.618314538211,0.628955074596,0.00657919834141,4,6,378,50
foro,foresta,2,orthog,643.7878,0.00781297874381,0.85045946156,0.858272440304,0.00664462169564,4,7,573,2453
fune,fungo,2,orthog,620.696,0.0132147951361,0.788720666564,0.8019354617,0.0104227820283,4,5,362,349
gazza,gazzarra,2,orthog,593.3981,0.00037181633559,0.483328273423,0.483700089759,0.000179709347511,5,8,72,3
germe,germoglio,2,orthog,577.74775,0.00158171726686,0.480993885773,0.48257560304,0.000760796334379,5,9,64,36
ghianda,ghiandola,2,orthog,657.3817,0.000114449213536,0.371894332576,0.37200878179,4.25630138819e-05,7,9,67,113
giove,giovenca,2,orthog,637.5629,0.000480774761932,0.56952710592,0.570007880682,0.000273814258762,5,8,1,26
lama,lamento,2,orthog,535.89075,0.00781297874381,0.841971457299,0.849784436043,0.00657830509877,4,7,1291,443
latte,lattuga,2,orthog,584.3825,0.00333697264645,0.503642964782,0.506979937428,0.00168064279705,5,7,4456,189
lava,lavagna,2,orthog,579.9179,0.00185494502134,0.809507580023,0.811362525044,0.0015015920553,4,7,723,378
lente,lenticchia,2,orthog,554.114,0.00185746126617,0.66989251647,0.671749977737,0.00124429940184,5,10,376,4
lite,litio,2,orthog,616.0043,0.00737577846716,0.769453256454,0.776829034922,0.00567531676044,4,5,702,79
lume,lumaca,2,orthog,708.9611,0.0132147951361,0.736989985284,0.75020478042,0.00973917167291,4,6,197,222
maggio,maggioranza,2,orthog,582.72945,9.98854215377e-05,0.841642999457,0.841742884878,8.4067865785e-05,6,11,1150,599
mandria,mandrillo,2,orthog,662.0506,9.72843365936e-05,0.422681996983,0.422779281319,4.11203376665e-05,7,9,260,24
mano,maniaco,2,orthog,533.5212,0.0107486324276,0.767543780494,0.778292412921,0.00825004596859,4,7,31080,987
manto,mantide,2,orthog,538.7469,0.00338910496265,0.729293400857,0.732682505819,0.00247165188407,5,7,96,1
merce,mercurio,2,orthog,627.5405,0.00158171726686,0.830695210714,0.832276927981,0.00131392495828,5,8,1375,414
meta,metallo,2,orthog,527.9702,0.00155884740136,0.926139846174,0.927698693575,0.00144371069251,4,7,713,1363
mira,miracolo,2,orthog,613.9358,0.00192457677356,0.926096781128,0.928021357901,0.00178234435503,4,8,1816,2969
moda,moderno,2,orthog,542.6303,0.0135763211438,0.744951521376,0.75852784252,0.0101137010908,4,7,2856,613
oblio,obliquo,2,orthog,707.69605,0.00183318210983,0.778973986963,0.780807169073,0.00142800117692,5,7,216,18
orco,orchestra,2,orthog,595.9843,0.00781865638128,0.864790505631,0.872609162013,0.00676149980533,4,9,313,624
organo,organza,2,orthog,624.7962,0.000366367478865,0.401152314338,0.401518681817,0.000146969162045,6,7,522,10
pacco,pacchia,2,orthog,561.90515,0.00333697264645,0.482234911411,0.485571884057,0.00160920470854,5,7,1754,61
palo,palestra,2,orthog,679.2733,0.0136666405762,0.82080271307,0.834469353646,0.0112176156635,4,8,895,2294
palla,pallido,2,orthog,544.28315,0.00194742151711,0.771191445038,0.773138866555,0.00150183481388,5,7,6031,533
palma,palmares,2,orthog,575.24115,0.000482187782762,0.761970233834,0.762452421617,0.000367412737583,5,8,219,1
panno,pannocchia,2,orthog,578.416,0.000399658279186,0.535250152001,0.53564981028,0.000213917154683,5,10,125,53
papa,papiro,2,orthog,596.50465,0.00810354858457,0.855504341486,0.863607890071,0.00693262099555,4,6,7,18
perno,pernice,2,orthog,688.56205,0.00329784440708,0.765360858646,0.768658703053,0.00252404102708,5,7,97,29
piano,pianeta,2,orthog,566.4066,0.00329784440708,0.721133252442,0.724431096849,0.00237818526332,5,7,30598,6586
pinna,pinnacolo,2,orthog,581.9286,0.000486477123826,0.616576118538,0.617062595661,0.000299950176766,5,9,117,25
pista,pistola,2,orthog,559.3029,0.00265630283395,0.766103319122,0.768759621956,0.00203500241768,5,7,3972,17382
premio,premura,2,orthog,587.295,0.00338917186002,0.850723074892,0.854112246752,0.00288324670609,6,7,3335,133
prode,prodigio,2,orthog,730.6097,0.00329784440708,0.634827544218,0.638125388625,0.00209356246616,5,8,94,315
raggio,raggiro,2,orthog,571.1149,9.26483406388e-05,0.692786457072,0.692879105412,6.41855156647e-05,6,7,2430,52
rame,rampa,2,orthog,568.58,0.0117647058824,0.788910684585,0.800675390467,0.00928130217159,4,5,453,384
rapa,rapace,2,orthog,634.7835,0.00185494502134,0.675390422714,0.677245367735,0.00125281210207,4,6,222,41
remo,remoto,2,orthog,539.40365,0.00146735222109,0.802368459183,0.803835811404,0.00117735714072,4,6,18,303
resto,restauro,2,orthog,570.1494,0.00295423566906,0.839428487712,0.842382723381,0.00247986958003,5,8,17417,170
riva,rivale,2,orthog,746.1916,0.00183318210983,0.787611789298,0.789444971408,0.00144383584163,4,6,898,449
sacca,saccarosio,2,orthog,639.6111,0.000470510355491,0.693175668773,0.693646179128,0.000326146330332,5,10,597,10
salame,salamandra,2,orthog,562.6741,0.000492354397125,0.676798223199,0.677290577596,0.000333224581158,6,10,308,40
sala,salasso,2,orthog,573.0386,9.29929792312e-05,0.773120321527,0.773213314506,7.18947620029e-05,4,7,8731,35
samba,sambuca,2,orthog,729.23905,0.00183318210983,0.810129632577,0.811962814687,0.00148511514908,5,7,85,32
scalo,scalogno,2,orthog,604.9094,0.000457896447836,0.660784890543,0.661242786991,0.000302571054163,5,8,154,23
scampo,scampolo,2,orthog,693.6657,9.15625144985e-05,0.437189180407,0.437280742922,4.00301406696e-05,6,8,459,10
sole,solido,2,orthog,593.6776,0.0132147951361,0.783166360903,0.796381156039,0.0103493830168,4,6,9987,534
spia,spiaggia,2,orthog,613.0899,0.00146735222109,0.85493458551,0.856401937731,0.00125449016294,4,8,3583,3848
spina,spinaci,2,orthog,517.48875,0.000366367478865,0.604922679965,0.605289047443,0.000221623997167,5,7,1374,175
tappo,tappeto,2,orthog,581.4132,0.00231803001825,0.679163520628,0.681481550646,0.00157432142811,5,7,466,1975
tartaro,tartaruga,2,orthog,661.77025,0.000209219340705,0.705504695339,0.70571391468,0.000147605227223,7,9,2,716
torto,tortura,2,orthog,550.7026,0.00157736122316,0.679398762631,0.680976123854,0.00107165726324,5,7,1924,1115
trama,tramonto,2,orthog,553.2819,0.00183318210983,0.87762140924,0.87945459135,0.00160883986662,5,8,421,1232
verga,vergogna,2,orthog,756.1271,0.00268022162093,0.730673805317,0.733354026938,0.00195836773086,5,8,78,2628
vitto,vittima,2,orthog,712.96825,0.00194879746136,0.836478198931,0.838426996393,0.00163012659056,5,7,152,10056
acero,acerbo,3,orthog,646.65495,0.00183210594297,0.772854235087,0.77468634103,0.00141595083715,5,6,189,18
ape,apice,3,orthog,582.03815,0.0428099355725,0.824765478074,0.867575413646,0.0353081569788,3,5,443,298
banda,bandolo,3,orthog,540.6317,0.00183318210983,0.670852986146,0.672686168256,0.00122979569253,5,7,3238,6
bar,baracca,3,orthog,620.2474,0.00148478181374,0.735822799426,0.73730758124,0.00109253631072,3,7,8719,733
baratto,barattolo,3,orthog,640.4475,2.31773881431e-05,0.370572514336,0.370595691724,8.58890299991e-06,7,9,92,663
barba,barbiturico,3,orthog,536.5427,0.00194922744277,0.797601114651,0.799550342094,0.00155470598106,5,11,1832,17
baro,barocco,3,orthog,830.89145,0.00146735222109,0.761580733996,0.763048086217,0.00111750718157,4,7,161,24
barra,barracuda,3,orthog,673.8466,0.000487923912921,0.88175369689,0.882241620803,0.000430228714019,5,9,379,58
bomba,bombola,3,orthog,549.7795,0.00120619984042,0.468392009741,0.469598209582,0.000564974367404,5,7,6463,240
calco,calcolo,3,orthog,630.4269,0.0,0.692841670778,0.692841670778,0.0,5,7,97,434
cambio,cambusa,3,orthog,588.365,0.003663003663,0.764509651626,0.768172655289,0.00280040165431,6,7,6385,64
canna,cannibale,3,orthog,584.75685,0.00188384668758,0.845069547412,0.8469533941,0.00159198146767,5,9,1186,128
capra,capriola,3,orthog,551.99535,0.00192457677356,0.664708605688,0.666633182462,0.00127928274369,5,8,916,61
carne,carnevale,3,orthog,532.0112,0.000389252078356,0.684322133718,0.684711385797,0.000266373812815,5,9,6665,299
caro,carota,3,orthog,704.791,0.00146735222109,0.845427602149,0.84689495437,0.00124054006979,4,6,10169,311
casta,castagna,3,orthog,585.0078,0.000459242274507,0.768755496499,0.769214738773,0.000353045022751,5,8,107,32
circo,circuito,3,orthog,555.2209,0.00271203057505,0.673749584834,0.676461615409,0.001827229474,5,8,1405,942
cocco,coccodrillo,3,orthog,609.0786,0.000518395448562,0.65143802546,0.651956420908,0.000337702507419,5,11,667,361
coda,codardo,3,orthog,561.4665,0.00146735222109,0.756275979477,0.757743331698,0.00110972323825,4,7,2234,1349
conca,conchiglia,3,orthog,732.7708,0.00336115039277,0.640965146946,0.644326297339,0.00215438025541,5,10,11,186
corda,cordoglio,3,orthog,550.25665,0.00194883246454,0.817766930864,0.819715763328,0.0015936907433,5,9,2454,69
corno,cornice,3,orthog,574.6052,0.00155884740136,0.777380921552,0.778939768953,0.00121181822943,5,7,620,226
corte,corteccia,3,orthog,548.93775,2.86369663201e-05,0.856676078316,0.856704715283,2.45326040019e-05,5,9,4793,279
costo,costume,3,orthog,620.0956,0.00192457677356,0.857734948735,0.859659525508,0.00165077676021,5,7,1797,2350
dama,damigiana,3,orthog,569.0915,0.00738119289431,0.702291301088,0.709672493982,0.00518374756132,4,9,503,13
ditta,dittongo,3,orthog,550.0274,0.0034293118348,0.837709088374,0.841138400209,0.00287276569088,5,8,934,4
faccia,faccenda,3,orthog,537.6753,0.0034293118348,0.582702677469,0.586131989303,0.00199826918801,6,8,44413,4887
fame,famiglia,3,orthog,548.4,0.0135763211438,0.867888859634,0.881465180778,0.0117827378755,4,8,9398,38730
faro,faringe,3,orthog,576.7458,0.0136666405762,0.816420717161,0.830087357737,0.0111577285004,4,7,788,16
feto,fetido,3,orthog,593.6621,0.0106405363853,0.618314538211,0.628955074596,0.00657919834141,4,6,378,50
foro,foresta,3,orthog,574.3678,0.00781297874381,0.85045946156,0.858272440304,0.00664462169564,4,7,573,2453
fune,fungo,3,orthog,622.381,0.0132147951361,0.788720666564,0.8019354617,0.0104227820283,4,5,362,349
gazza,gazzarra,3,orthog,651.7297,0.00037181633559,0.483328273423,0.483700089759,0.000179709347511,5,8,72,3
germe,germoglio,3,orthog,662.5178,0.00158171726686,0.480993885773,0.48257560304,0.000760796334379,5,9,64,36
ghianda,ghiandola,3,orthog,607.93945,0.000114449213536,0.371894332576,0.37200878179,4.25630138819e-05,7,9,67,113
giove,giovenca,3,orthog,720.0706,0.000480774761932,0.56952710592,0.570007880682,0.000273814258762,5,8,1,26
lama,lamento,3,orthog,578.6539,0.00781297874381,0.841971457299,0.849784436043,0.00657830509877,4,7,1291,443
latte,lattuga,3,orthog,527.26025,0.00333697264645,0.503642964782,0.506979937428,0.00168064279705,5,7,4456,189
lava,lavagna,3,orthog,703.507,0.00185494502134,0.809507580023,0.811362525044,0.0015015920553,4,7,723,378
lente,lenticchia,3,orthog,592.7592,0.00185746126617,0.66989251647,0.671749977737,0.00124429940184,5,10,376,4
lite,litio,3,orthog,560.2471,0.00737577846716,0.769453256454,0.776829034922,0.00567531676044,4,5,702,79
lume,lumaca,3,orthog,730.74305,0.0132147951361,0.736989985284,0.75020478042,0.00973917167291,4,6,197,222
maggio,maggioranza,3,orthog,604.546,9.98854215376e-05,0.841642999457,0.841742884878,8.40678657849e-05,6,11,1150,599
mandria,mandrillo,3,orthog,680.9825,9.72843365936e-05,0.422681996983,0.422779281319,4.11203376665e-05,7,9,260,24
mano,maniaco,3,orthog,553.5074,0.0107486324276,0.767543780494,0.778292412921,0.00825004596859,4,7,31080,987
manto,mantide,3,orthog,628.1143,0.00338910496265,0.729293400857,0.732682505819,0.00247165188407,5,7,96,1
merce,mercurio,3,orthog,617.01025,0.00158171726686,0.830695210714,0.832276927981,0.00131392495828,5,8,1375,414
meta,metallo,3,orthog,610.6118,0.00155884740136,0.926139846174,0.927698693575,0.00144371069251,4,7,713,1363
mira,miracolo,3,orthog,632.4003,0.00192457677356,0.926096781128,0.928021357901,0.00178234435503,4,8,1816,2969
moda,moderno,3,orthog,510.9812,0.0135763211438,0.744951521376,0.75852784252,0.0101137010908,4,7,2856,613
oblio,obliquo,3,orthog,694.2971,0.00183318210983,0.778973986963,0.780807169073,0.00142800117692,5,7,216,18
orco,orchestra,3,orthog,540.8135,0.00781865638128,0.864790505631,0.872609162013,0.00676149980533,4,9,313,624
organo,organza,3,orthog,580.4954,0.000366367478865,0.401152314338,0.401518681817,0.000146969162045,6,7,522,10
pacco,pacchia,3,orthog,556.269,0.00333697264645,0.482234911411,0.485571884057,0.00160920470854,5,7,1754,61
palo,palestra,3,orthog,533.052,0.0136666405762,0.82080271307,0.834469353646,0.0112176156635,4,8,895,2294
palla,pallido,3,orthog,533.4841,0.00194742151711,0.771191445038,0.773138866555,0.00150183481388,5,7,6031,533
palma,palmares,3,orthog,591.52605,0.000482187782762,0.761970233834,0.762452421617,0.000367412737583,5,8,219,1
panno,pannocchia,3,orthog,636.544,0.000399658279186,0.535250152001,0.53564981028,0.000213917154683,5,10,125,53
papa,papiro,3,orthog,602.1957,0.00810354858457,0.855504341486,0.863607890071,0.00693262099555,4,6,7,18
perno,pernice,3,orthog,635.9069,0.00329784440708,0.765360858646,0.768658703053,0.00252404102708,5,7,97,29
piano,pianeta,3,orthog,581.42315,0.00329784440708,0.721133252442,0.724431096849,0.00237818526332,5,7,30598,6586
pinna,pinnacolo,3,orthog,535.2328,0.000486477123826,0.616576118538,0.617062595661,0.000299950176766,5,9,117,25
pista,pistola,3,orthog,594.3139,0.00265630283395,0.766103319122,0.768759621956,0.00203500241768,5,7,3972,17382
premio,premura,3,orthog,630.10145,0.00338917186002,0.850723074892,0.854112246752,0.00288324670609,6,7,3335,133
prode,prodigio,3,orthog,822.589,0.00329784440708,0.634827544218,0.638125388625,0.00209356246616,5,8,94,315
raggio,raggiro,3,orthog,561.816,9.26483406388e-05,0.692786457072,0.692879105412,6.41855156647e-05,6,7,2430,52
rame,rampa,3,orthog,564.7148,0.0117647058824,0.788910684585,0.800675390467,0.00928130217159,4,5,453,384
rapa,rapace,3,orthog,633.735,0.00185494502134,0.675390422714,0.677245367735,0.00125281210207,4,6,222,41
remo,remoto,3,orthog,592.0722,0.00146735222109,0.802368459183,0.803835811404,0.00117735714072,4,6,18,303
resto,restauro,3,orthog,660.0518,0.00295423566906,0.839428487712,0.842382723381,0.00247986958003,5,8,17417,170
riva,rivale,3,orthog,564.32635,0.00183318210983,0.787611789298,0.789444971408,0.00144383584163,4,6,898,449
sacca,saccarosio,3,orthog,568.0163,0.000470510355491,0.693175668773,0.693646179128,0.000326146330332,5,10,597,10
salame,salamandra,3,orthog,608.1884,0.000492354397125,0.676798223199,0.677290577596,0.000333224581158,6,10,308,40
sala,salasso,3,orthog,592.0306,9.29929792312e-05,0.773120321527,0.773213314506,7.18947620029e-05,4,7,8731,35
samba,sambuca,3,orthog,616.8539,0.00183318210983,0.810129632577,0.811962814687,0.00148511514908,5,7,85,32
scalo,scalogno,3,orthog,615.4294,0.000457896447836,0.660784890543,0.661242786991,0.000302571054163,5,8,154,23
scampo,scampolo,3,orthog,637.133,9.15625144985e-05,0.437189180407,0.437280742922,4.00301406696e-05,6,8,459,10
sole,solido,3,orthog,655.7322,0.0132147951361,0.783166360903,0.796381156039,0.0103493830168,4,6,9987,534
spia,spiaggia,3,orthog,592.905,0.00146735222109,0.85493458551,0.856401937731,0.00125449016294,4,8,3583,3848
spina,spinaci,3,orthog,559.6724,0.000366367478865,0.604922679965,0.605289047443,0.000221623997167,5,7,1374,175
tappo,tappeto,3,orthog,559.0843,0.00231803001825,0.679163520628,0.681481550646,0.00157432142811,5,7,466,1975
tartaro,tartaruga,3,orthog,702.6858,0.000209219340705,0.705504695339,0.70571391468,0.000147605227223,7,9,2,716
torto,tortura,3,orthog,536.04015,0.00157736122316,0.679398762631,0.680976123854,0.00107165726324,5,7,1924,1115
trama,tramonto,3,orthog,606.3265,0.00183318210983,0.87762140924,0.87945459135,0.00160883986662,5,8,421,1232
verga,vergogna,3,orthog,658.4401,0.00268022162093,0.730673805317,0.733354026938,0.00195836773086,5,8,78,2628
vitto,vittima,3,orthog,695.18995,0.00194879746136,0.836478198931,0.838426996393,0.00163012659056,5,7,152,10056
acero,acerbo,4,orthog,673.7856,0.00183210594297,0.772854235087,0.77468634103,0.00141595083715,5,6,189,18
ape,apice,4,orthog,533.1212,0.0428099355725,0.824765478074,0.867575413646,0.0353081569788,3,5,443,298
banda,bandolo,4,orthog,571.80025,0.00183318210983,0.670852986146,0.672686168256,0.00122979569253,5,7,3238,6
bar,baracca,4,orthog,606.8576,0.00148478181374,0.735822799426,0.73730758124,0.00109253631072,3,7,8719,733
baratto,barattolo,4,orthog,648.8897,2.31773881433e-05,0.370572514336,0.370595691724,8.58890299999e-06,7,9,92,663
barba,barbiturico,4,orthog,567.0943,0.00194922744277,0.797601114651,0.799550342094,0.00155470598106,5,11,1832,17
